,title,id,developer
1316,BlazeRush,302710.0,Targem Games
1317,Hatoful Boyfriend,310080.0,"Mediatonic,Hato Moa,The Irregular Corporation"
1318,Onikira - Demon Killer,310850.0,Digital Furnace Games
1319,The Joylancer: Legendary Motor Knight,315540.0,alpha six productions
1320,Disney Princess: My Fairytale Adventure,319080.0,High Impact Games
1321,Silence of the Sleep,321870.0,Jesse Makkonen
1322,Particula,343360.0,Microblast Games
1323,Love at First Sight,353330.0,Creepy Cute
1324,Egg Returns Home,363790.0,PigelPix
1325,Clicker Heroes,363970.0,Playsaurus
1326,Fingered,384360.0,"Edmund McMillen,James Id"
1327,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",409160.0,Crows Crows Crows
1328,SPORE™,17390.0,Maxis™
1329,SPORE™ Creepy &amp; Cute Parts Pack,17440.0,Maxis™
1330,SPORE™ Galactic Adventures,24720.0,EA - Maxis
1331,Grand Theft Auto: Vice City,12110.0,Rockstar Games
1332,Atom Zombie Smasher,55040.0,Blendo Games
1333,Mini Ninjas,35000.0,IO Interactive
1334,Auditorium,205870.0,Cipher Prime Studios
1335,Thief™ Gold,211600.0,Looking Glass Studios
1336,Endless Space® - Collection,208140.0,AMPLITUDE Studios
1337,Crusader Kings Complete,204940.0,Paradox Development Studio
1338,The Cave,221810.0,Double Fine Productions
1339,The Bridge,204240.0,"Ty Taylor and Mario Castañeda,The Quantum Astrophysicists Guild"
1340,LUFTRAUSERS,233150.0,Vlambeer
1341,Mini Motor Racing EVO,209520.0,The Binary Mill
1342,"Sir, You Are Being Hunted",242880.0,Big Robot Ltd
1343,Strike Vector,246700.0,Ragequit Corporation
1344,Hammerwatch,239070.0,Crackshell
1345,Amnesia: A Machine for Pigs,239200.0,The Chinese Room
1346,Shovel Knight: Treasure Trove,250760.0,Yacht Club Games
1347,Our Darker Purpose,262790.0,Avidly Wild Games
1348,Probably Archery,263420.0,South East Games
1349,Dropsy,274350.0,"Tendershoot,A Jolly Corpse"
1350,You Must Build A Boat,290890.0,EightyEightGames
1351,Gone Home,232430.0,Fullbright
1352,Magic Duels,316010.0,Stainless Games Ltd.
1353,Color Symphony,317410.0,REMIMORY
1354,Hexcells,265890.0,Matthew Brown
1355,Hexcells Plus,271900.0,Matthew Brown
1356,Hexcells Infinite,304410.0,Matthew Brown
1357,Stealth Inc 2: A Game of Clones,329380.0,Carbon
1358,SUNLESS SEA,304650.0,Failbetter Games
1359,DARK SOULS™ II: Scholar of the First Sin,335300.0,"FromSoftware, Inc"
1360,Downwell,360740.0,Moppin
1361,"Invisible, Inc.",243970.0,Klei Entertainment
1362,Guild of Dungeoneering,317820.0,Gambrinous
1363,N++ (NPLUSPLUS),230270.0,Metanet Software Inc.
1364,Reigns,474750.0,Nerial
1365,Dark Messiah of Might &amp; Magic,2100.0,Arkane Studios
1366,Bionic Commando: Rearmed,21680.0,Capcom
1367,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",37400.0,Size Five Games
1368,Gyromancer,23380.0,"Square Enix,PopCap Games, Inc."
1369,STAR WARS™ - Dark Forces,32400.0,LucasArts
1370,STAR WARS™ Jedi Knight: Dark Forces II,32380.0,LucasArts
1371,LEGO® Star Wars™ - The Complete Saga,32440.0,"Traveller's Tales,Feral Interactive (Mac)"
1372,STAR WARS™ Empire at War - Gold Pack,32470.0,Petroglyph
1373,Arma 2: British Armed Forces,65700.0,Bohemia Interactive
1374,Arma 2: Private Military Company,65720.0,Bohemia Interactive
1375,Dynamite Jack,202730.0,"Hassey Enterprises, Inc."
1376,Men of War: Assault Squad,64000.0,Digitalmindsoft
1377,Titan Attacks!,203210.0,Puppygames
1378,Rayman® Origins,207490.0,"UBIart Montpellier,Feral Interactive (Mac)"
1379,Stellar Impact,207150.0,"Tindalos Interactive,Headup Games"
1380,Home,215670.0,Benjamin Rivers Inc.
1381,Deponia,214340.0,Daedalic Entertainment
1382,Cortex Command,209670.0,Data Realms
1383,Worms Revolution,200170.0,Team17 Digital Ltd
1384,Chaos on Deponia,220740.0,Daedalic Entertainment
1385,Xenonauts,223830.0,Goldhawk Interactive
1386,Two Worlds Epic Edition,1930.0,Reality Pump Studios
1387,Yosumin!™,23300.0,Square Enix
1388,Puzzle Bots,80300.0,Ivy Games
1389,Droid Assault,219200.0,Puppygames
1390,A.V.A. Alliance of Valiant Arms™,102700.0,Red Duck Inc.
1391,Realm of the Mad God,200210.0,Wild Shadow Studios
1392,Super Crate Box,212800.0,Vlambeer
1393,Toribash,248570.0,Nabi Studios
1394,MapleStory,216150.0,Nexon
1395,Fallen Enchantress: Legendary Heroes,228260.0,Stardock Entertainment
1396,Ultratron,219190.0,Puppygames
1397,Sonic &amp; SEGA All-Stars Racing,34190.0,Sumo Digital
1398,Sonic the Hedgehog 4 - Episode II,203650.0,SEGA
1399,Sonic Adventure 2,213610.0,SEGA
1400,Sonic and All-Stars Racing Transformed: Metal Sonic &amp; Outrun DLC,229660.0,Sumo Digital
1401,Cubetractor,235720.0,Ludochip
1402,Mushroom 11,243160.0,Untame
1403,BIT.TRIP FATE,205080.0,Gaijin Games
1404,Where is my Heart?,244950.0,Schulenburg Software
1405,Divinity: Dragon Commander,243950.0,Larian Studios
1406,DuckTales: Remastered,237630.0,WayForward
1407,Freedom Planet,248310.0,GalaxyTrail
1408,Teslagrad,249590.0,Rain Games
1409,LOST PLANET® 3,226720.0,Spark Unlimited
1410,Angry Video Game Nerd Adventures,237740.0,FreakZone Games
1411,Legend of Grimrock 2,251730.0,Almost Human Games
1412,Double Dragon: Neon,252350.0,"WayForward,Abstraction Games"
1413,MouseCraft,252750.0,Crunching Koalas
1414,Knights and Merchants,253900.0,Topware Interactive
1415,KnightShift,254060.0,Reality Pump
1416,Omikron: The Nomad Soul,243000.0,Quantic Dream
1417,Not The Robots,257120.0,2DArray
1418,Unholy Heights,249330.0,Petit Depotto
1419,Goodbye Deponia,241910.0,Daedalic Entertainment
1420,Citizens of Earth,258910.0,Eden Industries
1421,1001 Spikes,260790.0,"Nicalis, Inc."
1422,PAC-MAN MUSEUM™,236470.0,BANDAI NAMCO Studio Inc.
1423,Cloudbuilt,262390.0,Coilworks
1424,Aqua Kitty - Milk Mine Defender,263880.0,"Dugan,Gabor,Electric Cafe"
1425,Platformines,264540.0,Magiko Gaming
1426,Lost Saga NA,266150.0,IO Entertainment
1427,Anarchy Arcade,266430.0,Elijah Newman-Gomez
1428,Gun Metal,267920.0,Rage Software
1429,Glacier 3: The Meltdown,267940.0,Team 6 Studios
1430,Robot Roller-Derby Disco Dodgeball,270450.0,Erik Asmussen
1431,10 Second Ninja,271670.0,Four Circle Interactive
1432,The Incredible Adventures of Van Helsing II,272470.0,NeocoreGames
1433,RONIN,274230.0,Tomasz Wacławek
1434,Original War,235320.0,Altar Games
1435,Loren The Amazon Princess,257970.0,Winter Wolves
1436,My Riding Stables: Life with Horses,276340.0,Sproing
1437,Sportsfriends,277850.0,Die Gute Fabrik
1438,A Story About My Uncle,278360.0,Gone North Games
1439,3 Stars of Destiny,278530.0,Aldorlea Games
1440,Spoiler Alert,283230.0,MEGAFUZZ
1441,Astebreed: Definitive Edition,283680.0,Edelweiss
1442,DeadCore,284460.0,5 Bits Games
1443,Kromaia,285980.0,Kraken Empire
1444,Shadows on the Vatican Act I: Greed,286360.0,"10th Art Studio,Adventure Productions"
1445,Duet,292600.0,Kumobius
1446,TRI: Of Friendship and Madness,293660.0,Rat King Entertainment
1447,Crawl,293780.0,Powerhoof
1448,Child of Light,256290.0,Ubisoft Montréal
1449,Schrödinger’s Cat And The Raiders Of The Lost Quark,295490.0,Italic Pig
1450,8BitBoy™,296910.0,AwesomeBlade
1451,Renowned Explorers: International Society,296970.0,Abbey Games
1452,Detective Case and Clown Bot in: Murder in the Hotel Lisbon,297290.0,Nerd Monkeys®
1453,Lovely Planet,298600.0,QUICKTEQUILA
1454,Commando Jack,299260.0,Colossal Games
1455,Tengami,299680.0,Nyamyam
1456,Infinifactory,300570.0,Zachtronics
1457,GALAK-Z,300580.0,17-BIT
1458,FINAL FANTASY III,239120.0,Square Enix
1459,FINAL FANTASY® XIII-2,292140.0,Square Enix
1460,Another Perspective,305920.0,ShaunJS
1461,Memories of a Vagabond,307070.0,DarkElite
1462,Penarium,307590.0,Self Made Miracle
1463,Back to Bed,308040.0,Bedtime Digital Games
1464,Wasteland 2: Director's Cut,240760.0,inXile Entertainment
1465,Wasteland 1 - The Original Classic,259130.0,inXile Entertainment
1466,METAL SLUG X,312610.0,"SNK CORPORATION,DotEmu"
1467,FINAL FANTASY IV,312750.0,"Square Enix,DotEmu SAS."
1468,The Masterplan,313080.0,Shark Punch
1469,REVOLVER360 RE:ACTOR,313400.0,Cross Eaglet
1470,Hero Siege,269210.0,"Elias Viglione,Jussi Kukkonen"
1471,Blackguards 2,314830.0,Daedalic Entertainment
1472,Abyss Odyssey,255070.0,ACE Team
1473,Polarity,315430.0,Bluebutton Games
1474,Deep Under the Sky,315650.0,"RichMakeGame,Colin Northway"
1475,Half Minute Hero: The Second Coming,240970.0,Opus
1476,Solstice,317280.0,MoaCube
1477,Trine 3: The Artifacts of Power,319910.0,Frozenbyte
1478,Tomb Raider: Legend,7000.0,Crystal Dynamics
1479,Tomb Raider: Anniversary,8000.0,"Crystal Dynamics,Feral Interactive (Mac)"
1480,Tomb Raider: Underworld,8140.0,Crystal Dynamics
1481,Tomb Raider I,224960.0,Core Design
1482,Tomb Raider IV: The Last Revelation,224980.0,Core Design
1483,Tomb Raider V: Chronicles,225000.0,Core Design
1484,Tomb Raider VI: The Angel of Darkness,225020.0,Core Design
1485,Tomb Raider II,225300.0,Core Design
1486,Tomb Raider III,225320.0,Core Design
1487,20XX,322110.0,"Batterystaple Games,Fire Hose Games"
1488,Gurumin: A Monstrous Adventure,322290.0,"Nihon Falcom,Mastiff"
1489,The Magic Circle,323380.0,Question
1490,Nova-111,325370.0,Funktronic Labs
1491,Outland,305050.0,Housemarque
1492,Gauntlet™ Slayer Edition,258970.0,Arrowhead Game Studios
1493,The Marvellous Miss Take,327310.0,Wonderstruck
1494,I am Bread,327890.0,Bossa Studios
1495,SanctuaryRPG: Black Edition,328760.0,Black Shell Games
1496,Phantom Breaker: Battle Grounds,329490.0,MAGES. Inc.
1497,Pix the Cat,330180.0,Pastagames
1498,Tulpa,331340.0,Encryptique
1499,LARA CROFT AND THE TEMPLE OF OSIRIS™,289690.0,Crystal Dynamics
1500,GRAV,332500.0,"BitMonster, Inc."
1501,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,222420.0,"SNK CORPORATION,Code Mystics"
1502,LISA,335670.0,Dingaling
1503,Sentinels of the Multiverse,337150.0,Handelabra Games Inc.
1504,Ostrich Island,337270.0,MeDungeon Ltd.
1505,Ratz Instagib,338170.0,Lino Slahuschek
1506,Death Ray Manta SE,338760.0,The Future Of Videogames
1507,Stardust Vanguards,341530.0,Zanrai Interactive
1508,NEON STRUCT,310740.0,Minor Key Games
1509,"It came from space, and ate our brains",342620.0,Triangle Studios
1510,Shadowgate: MacVenture Series,343800.0,Zojoi
1511,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,222440.0,"SNK CORPORATION,Code Mystics"
1512,Shantae and the Pirate's Curse,345820.0,WayForward
1513,Shadowgate (2014),294440.0,Zojoi
1514,Avalanche 2: Super Avalanche,351250.0,Beast Games
1515,STAR WARS™ - X-Wing Special Edition,354430.0,Lucasfim
1516,STAR WARS™: TIE Fighter Special Edition,355250.0,Totally Games
1517,The Confines Of The Crown,356530.0,Hanako Games
1518,STAR WARS™ Galactic Battlegrounds Saga,356500.0,Ensemble Studios
1519,Spooky's Jump Scare Mansion,356670.0,Lag Studios
1520,Titan Souls,297130.0,Acid Nerve
1521,Uncanny Valley,359580.0,Cowardly Creations
1522,FINAL FANTASY X/X-2 HD Remaster,359870.0,Square Enix
1523,STAR WARS™ - X-Wing Alliance™,361670.0,Totally Games
1524,STAR WARS™ X-Wing vs TIE Fighter - Balance of Power Campaigns™,361690.0,Totally Games
1525,Fran Bow,362680.0,Killmonday Games AB
1526,JumpJet Rex,329460.0,TreeFortress Games
1527,Volume,365770.0,Bithell Games
1528,BASEBALL STARS 2,366230.0,"SNK CORPORATION,DotEmu"
1529,METAL SLUG,366250.0,DotEmu
1530,METAL SLUG 2,366260.0,"SNK CORPORATION,DotEmu"
1531,SHOCK TROOPERS,366270.0,"SNK CORPORATION,DotEmu"
1532,TWINKLE STAR SPRITES,366280.0,"SNK CORPORATION,DotEmu"
1533,WORLD END ECONOMiCA episode.02,368160.0,Spicy Tails
1534,Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2,351710.0,"Idea Factory,Compile Heart,Felistella"
1535,1993 Space Machine,373480.0,Modesty
1536,FINAL FANTASY VI,382900.0,Square Enix
1537,Rivals of Aether,383980.0,Dan Fornace
1538,INK,385710.0,ZackBellGames
1539,Planetary Annihilation: TITANS,386070.0,Uber Entertainment
1540,Asphyxia,386990.0,ebi-hime
1541,Brawlhalla,291550.0,Blue Mammoth Games
1542,Never Alone (Kisima Ingitchuna),295790.0,"Upper One Games,E-Line Media"
1543,Tower Unite,394690.0,PixelTail Games
1544,Relic Hunters Zero,382490.0,Rogue Snail
1545,Mighty Switch Force! Academy,350210.0,WayForward
1546,Labyronia RPG 2,397500.0,Labyrinthine
1547,Sonic Lost World,329440.0,Sonic Team
1548,Legend of Mysteria RPG,407230.0,Labyrinthine
1549,Secret Ponchos,265750.0,Switchblade Monkeys Entertainment
1550,Sid Meier's Starships,282210.0,Firaxis Games
1551,Sid Meier's Civilization®: Beyond Earth™,65980.0,"Firaxis Games,Aspyr (Mac, Linux)"
1552,STAR WARS™ Rebellion,441550.0,Coolhand Interactive
1553,Switchcars,442210.0,Altfuture
1554,Renegade Ops,99300.0,Avalanche Studios
1555,Stikbold! A Dodgeball Adventure,429330.0,Game Swing
1556,Evolution RTS,291150.0,Frozen Yak Entertainment
1557,Arma 2,33900.0,Bohemia Interactive
1558,Watch_Dogs™,243470.0,Ubisoft
1559,Call of Duty®: Ghosts,209160.0,Infinity Ward
1560,Killing Floor - Toy Master,326960.0,"David Hensley,Alex Quick"
1561,Bloons TD Battles,444640.0,Ninja Kiwi
1562,Fallen Earth Free2Play,113420.0,Reloaded Productions
1563,Everquest ®,205710.0,Daybreak Game Company
1564,Gotham City Impostors Free to Play,206210.0,"Monolith Productions, Inc."
1565,The Lord of the Rings Online™,212500.0,"Standing Stone Games, LLC"
1566,Gear Up,214420.0,Doctor Entertainment AB
1567,Lambda Wars Beta,270370.0,Vortal Storm
1568,BLOCKADE 3D,302830.0,Shumkov Dmitriy
1569,Trove,304050.0,Trion Worlds
1570,The Way of Life Free Edition,310370.0,"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita"
1571,Double Action: Boogaloo,317360.0,Double Action Factory
1572,Brick-Force,335330.0,Exe Games Inc.
1573,BrainBread 2,346330.0,Reperio Studios
1574,Modular Combat,349480.0,Ascension Entertainment LLC
1575,Codename CURE,355180.0,Hoobalugalar_X
1576,Dragon Saga,381990.0,Gravity Interactive
1577,Crusaders of the Lost Idols,402840.0,Codename Entertainment Inc.
1578,Tactical Craft Online,415860.0,Crematorium of Time
1579,Shakes and Fidget,438040.0,Playa Games GmbH
1580,Fire With Fire Tower Attack and Defense,351630.0,Theory Georgiou
1581,Epic Battle Fantasy 3,521200.0,Matt Roszak
1582,Rome: Total War™ - Alexander,4770.0,The Creative Assembly
1583,Tradewinds Classics,36100.0,Sandlot Games
1584,Galcon Fusion,44200.0,"Hassey Enterprises, Inc."
1585,Fieldrunners,209690.0,Subatomic Studios LLC
1586,Zen Bound 2,61600.0,Secret Exit Ltd.
1587,"10,000,000",227580.0,EightyEightGames
1588,Fieldrunners 2,215710.0,Subatomic Studios LLC
1589,Leviathan: Warships,202270.0,Pieces Interactive
1590,Ittle Dew,241320.0,Ludosity
1591,The Inner World,251430.0,Studio Fizbin
1592,Gravity Ghost,251490.0,Ivy Games
1593,Europa Universalis III Complete,25800.0,Paradox Development Studio
1594,Ironclad Tactics,226960.0,Zachtronics
1595,Tetrobot and Co.,235980.0,Swing Swing Submarine
1596,Nidhogg,94400.0,Messhof
1597,Breach &amp; Clear,266130.0,"Mighty Rabbit Studios,Gun."
1598,Galcon Legends,201040.0,"Hassey Enterprises, Inc."
1599,Mini Metro,287980.0,Dinosaur Polo Club
1600,Sokobond,290260.0,"Alan Hazelden,Harry Lee"
1601,The Beginner's Guide,303210.0,Everything Unlimited Ltd.
1602,Aperture Tag: The Paint Gun Testing Initiative,280740.0,Aperture Tag Team
1603,David.,346180.0,Fermenter Games
1604,The Spatials,346420.0,Weird and Wry
1605,The Spatials: Galactology,450700.0,Weird and Wry
1606,Human Resource Machine,375820.0,Tomorrow Corporation
1607,Greed: Black Border,46400.0,"Headup Games,Clockstone"
1608,UnEpic,233980.0,@unepic_fran
1609,MirrorMoon EP,231310.0,Santa Ragione
1610,Dead Island Retro Revenge,337360.0,Empty Clip Studios
1611,Sacred 3,247950.0,Keen Games
1612,Dead Island Definitive Edition,383150.0,Techland
1613,Dead Island: Riptide Definitive Edition,383180.0,Techland
1614,Assassin’s Creed® III,208480.0,Ubisoft Montreal
1615,LEGO The Lord of the Rings,214510.0,Traveller's Tales
1616,STAR WARS™ Starfighter™,32350.0,LucasArts
1617,STAR WARS™ Jedi Knight - Mysteries of the Sith™,32390.0,LucasArts
1618,STAR WARS™: The Clone Wars - Republic Heroes™,32420.0,Krome Studios
1619,LEGO® Jurassic World,352400.0,"TT Games Ltd,Feral Interactive (Mac)"
1620,Dragon Nest,11610.0,Eyedentity Games Inc.
1621,Tribes: Ascend,17080.0,Hi-Rez Studios
1622,Half-Life 2: Update,290930.0,"Filip Victor,Valve"
1623,BADLAND: Game of the Year Edition,269670.0,Frogmind
1624,Mitos.is: The Game,389570.0,Freakinware Studios
1625,WARMODE,391460.0,WARTEAM
1626,hocus,418040.0,"Yunus Ayyildiz,Sho Ohhira"
1627,Dungeonland,218130.0,Critical Studio
1628,Elsword,237310.0,KOG
1629,AirMech Strike,206500.0,Carbon Games
1630,theHunter Classic,253710.0,"Expansive Worlds,Avalanche Studios"
1631,Villagers and Heroes,263540.0,Mad Otter Games
1632,Max Gentlemen,257710.0,The Men Who Wear Many Hats
1633,ACE - Arena: Cyber Evolution,285580.0,Spearhead Games
1634,My Lands: Black Gem Hunting,290730.0,"Gravvit Ltd,Forbes  Consult Ltd"
1635,Guns and Robots,293540.0,Masthead Studios Ltd
1636,Galcon 2: Galactic Conquest,294160.0,"Hassey Enterprises, Inc."
1637,Royal Quest,295550.0,Katauri
1638,Red Crucible®: Firestorm,298240.0,"Rocketeer Games Studio, LLC"
1639,Boson X,302610.0,"Ian MacLarty,Jon Kerney"
1640,Reversion - The Escape (1st Chapter),270570.0,3f Interactive
1641,Champions Online,9880.0,Cryptic Studios
1642,Age of Conquest IV,314970.0,Noble Master LLC
1643,Cubic Castles,317470.0,Cosmic Cow LLC
1644,Amazing World™,293500.0,Ganz
1645,Wild Warfare,312150.0,Hyper Hippo Games
1646,"Pirates, Vikings, and Knights II",17570.0,Octoshark Studios
1647,Magic Barrage - Bitferno,335150.0,Gameguyz
1648,HIT,336670.0,Shifty Chair Games
1649,Batla,338180.0,[geim].pro
1650,Deepworld,340810.0,Bytebin
1651,HIS (Heroes In the Sky),342570.0,GameUS Inc.
1652,Destination Sol,342980.0,MovingBlocks
1653,sZone-Online,316390.0,Cybertime System
1654,Without Within,345650.0,InvertMouse
1655,Boring Man - Online Tactical Stickman Combat,346120.0,Spasman Games
1656,Walkover,348700.0,Millenium Project Enterprises
1657,The Gate,350020.0,Spicy Horse Games
1658,Invisible Apartment,351790.0,"Milan Kazarka,Jeroen van Oosten"
1659,Dev Guy,351800.0,Daniel Jonathan Bourke
1660,Curse of Mermos,352160.0,TEAM101
1661,how do you Do It?,353360.0,"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka"
1662,Rustbucket Rumble,351140.0,Reactor Zero
1663,Ultimate Tic-Tac-Toe,360870.0,Tigerish Games
1664,Escape,365050.0,Stephane Bottin
1665,RPG MO,372800.0,Marxnet
1666,WildStar,376570.0,Carbine Studios
1667,The Knobbly Crook: Chapter I - The Horse You Sailed In On,378300.0,Gnarled Scar Manipulations
1668,Teeworlds,380840.0,Teeworlds Team
1669,the static speaks my name,387860.0,the whale husband
1670,One Way To Die: Steam Edition,388490.0,CoaguCo Industries
1671,Labyronia RPG,391260.0,Labyrinthine
1672,Fingerbones,391270.0,David Szymanski
1673,Absent,398450.0,FNGames
1674,Emily is Away,417860.0,Kyle Seeley
1675,Apotheon Arena,417890.0,Alientrap
1676,Orcs Must Die! Unchained,427270.0,Robot Entertainment
1677,Iron Snout,424280.0,SnoutUp
1678,Medusa's Labyrinth,436110.0,Guru Games
1679,Steno Arcade,449000.0,For All To Play
1680,Istrolid,449140.0,treeform
1681,Two Worlds II HD,7520.0,Reality Pump Studios
1682,The Longest Journey,6310.0,Funcom
1683,Unreal Tournament 3 Black,13210.0,"Epic Games, Inc."
1684,Far Cry®,13520.0,Crytek Studios
1685,Prototype™,10150.0,Radical Entertainment
1686,Majesty Gold HD,25990.0,Cyberlore
1687,SpellForce - Platinum Edition,39540.0,Phenomic
1688,SpellForce 2 - Anniversary Edition,39550.0,"Phenomic,THQ Nordic"
1689,Dinner Date,94000.0,Stout Games
1690,Mount &amp; Blade: With Fire &amp; Sword,48720.0,TaleWorlds Entertainment
1691,Ancients of Ooga,91810.0,Bacon Wrapped Games
1692,Overgrowth,25000.0,Wolfire Games
1693,Postal III,10220.0,Trashmasters
1694,Prototype 2,115320.0,Radical Entertainment
1695,Wanderlust: Rebirth,211580.0,Yeti Trunk
1696,Secret World Legends,215280.0,Funcom
1697,X-Blades,7510.0,Gaijin Entertainment
1698,Primal Carnage,215470.0,Lukewarm Media
1699,Castle Story,227860.0,Sauropod Studio
1700,Monster Loves You!,226740.0,"Radial Games Corp,Dejobaan Games, LLC"
1701,Verdun,242860.0,"M2H,Blackmill Games"
1702,Interstellar Marines,236370.0,Zero Point Software
1703,Shelter,244710.0,Might and Delight
1704,Dream,229580.0,HyperSloth
1705,Take On Mars,244030.0,Bohemia Interactive
1706,Zafehouse: Diaries,249360.0,Screwfly Studios
1707,Tom Clancy’s Splinter Cell Blacklist,235600.0,Ubisoft Toronto
1708,Godus Wars,422420.0,22cans
1709,Blockland,250340.0,"Eric Hartman,Ben Garney,Anthony Rotondo"
1710,Knock-knock,250380.0,Ice-Pick Lodge
1711,Among the Sleep - Enhanced Edition,250620.0,Krillbite Studio
1712,INFRA,251110.0,Loiste Interactive
1713,Damned,251170.0,9heads Game Studios
1714,Corpse Party,251270.0,GrisGris
1715,Maia,252250.0,Simon Roth
1716,Stonehearth,253250.0,Radiant Entertainment
1717,Contrast,224460.0,Compulsion Games
1718,Scribblenauts Unmasked: A DC Comics Adventure,249870.0,5th Cell Media
1719,Bionic Dues,238910.0,"Arcen Games, LLC"
1720,Turbo Dismount™,263760.0,Secret Exit Ltd.
1721,The Sandbox,265810.0,PIXOWL INC.
1722,The Yawhg,269030.0,"Damian Sommer,Emily Carroll"
1723,Quantum Conundrum,200010.0,Airtight Games
1724,Nether: Resurrected,247730.0,Phosphor Games Studio
1725,Space Farmers,271570.0,BumpkinBrothers
1726,Planet Explorers,237870.0,Pathea Games
1727,FaceRig,274920.0,Holotech Studios
1728,Depth,274940.0,Digital Confectioners
1729,Shelter 2,275100.0,Might and Delight
1730,Skyborn,278460.0,Dancing Dragon Games
1731,Stellaris,281990.0,Paradox Development Studio
1732,Sunset,287600.0,Tale of Tales
1733,Actual Sunlight,288040.0,WZOGI
1734,RimWorld,294100.0,Ludeon Studios
1735,Only If,298260.0,Creability
1736,ArcheAge,304030.0,XLGAMES
1737,Savage Lands,307880.0,"Signal Studios,Smart Ghost"
1738,Fahrenheit: Indigo Prophecy Remastered,312840.0,"Aspyr,Quantic Dream (original release)"
1739,Stranded Deep,313120.0,Beam Team Games
1740,Randal's Monday,314810.0,Nexus Game Studios
1741,Murder Miners,274900.0,JForce Games
1742,Choice of the Deathless,318310.0,Choice of Games
1743,theHunter: Primal,322920.0,"Expansive Worlds,Avalanche Studios"
1744,The Deer God,328940.0,"Crescent Moon Games,Cinopt Studios"
1745,Primal Carnage: Extinction,321360.0,"Circle Five Studios,Pub Games"
1746,LEGO® Worlds,332310.0,"TT Games,Traveller's Tales"
1747,Medieval Engineers,333950.0,Keen Software House
1748,Town of Salem,334230.0,BlankMediaGames
1749,Paint the Town Red,337320.0,South East Games
1750,The SKIES,337950.0,Eforb
1751,Choice of Robots,339350.0,Choice of Games
1752,Basement,340150.0,Halfbus
1753,Reign Of Kings,344760.0,Code}{atch
1754,Hand of Fate,266510.0,Defiant Development
1755,ShellShock Live,326460.0,kChamp Games
1756,The Slaughter: Act One,356390.0,Brainchild
1757,The Curious Expedition,358130.0,Maschinen-Mensch
1758,The Mean Greens - Plastic Warfare,360940.0,"Virtual Basement LLC,Code Headquarters LLC"
1759,Turmoil,361280.0,Gamious
1760,Hollywood Visionary,365210.0,Choice of Games
1761,60 Seconds!,368360.0,Robot Gentleman
1762,Assassin's Creed® Syndicate,368500.0,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios"
1763,Tree of Life,361800.0,oddonegames
1764,The Isle,376210.0,Afterthought LLC
1765,Kona,365160.0,Parabole
1766,Hatoful Boyfriend: Holiday Star,377080.0,"Mediatonic,The Irregular Corporation"
1767,Fishing Planet,380600.0,Fishing Planet LLC
1768,HITMAN™,236870.0,"IO Interactive A/S,Feral Interactive (Linux),Feral Interactive (Mac)"
1769,Shoppe Keep,381120.0,Strange Fire
1770,ABZU,384190.0,Giant Squid
1771,Blues and Bullets,378660.0,A Crowd of Monsters
1772,Bulb Boy,390290.0,Bulbware
1773,Dead Realm,352460.0,Section Studios
1774,A Wise Use of Time,397780.0,Choice of Games
1775,The Park,402020.0,Funcom
1776,Squad,393380.0,Offworld Industries
1777,Deathless: The City's Thirst,410910.0,Choice of Games
1778,Zombie Exodus,411570.0,Hosted Games
1779,The Black Death,412450.0,"Syrin Studios,Small Impact Games"
1780,Blood and Gold: Caribbean!,413710.0,Snowbird Games
1781,Sickness,413870.0,Zetsubou
1782,CHKN,420930.0,Katapult
1783,Higurashi When They Cry Hou - Ch.1 Onikakushi,310360.0,07th Expansion
1784,Higurashi When They Cry Hou - Ch.2 Watanagashi,410890.0,07th Expansion
1785,Youtubers Life,428690.0,U-Play Online
1786,The Walking Dead: Michonne - A Telltale Miniseries,429570.0,Telltale Games
1787,Who's Your Daddy,427730.0,Evil Tortilla Games
1788,LEGO® STAR WARS™: The Force Awakens,438640.0,"Traveller's Tales,TT Games,Feral Interactive (Mac)"
1789,SNOW,244930.0,Poppermost Productions
1790,Niche - a genetics survival game,440650.0,Stray Fawn Studio
1791,This Is the Police,443810.0,Weappy Studio
1792,Mindless Running,444260.0,Quiet River
1793,Jalopy,446020.0,Minskworks
1794,Far Cry® Primal,371660.0,Ubisoft
1795,Replica,496890.0,Somi
1796,Batman - The Telltale Series,498240.0,Telltale Games
1797,"Calm Down, Stalin",502940.0,Cartboard Games
1798,Dwarfs - F2P,213650.0,Power of 2
1799,Battle Islands,305260.0,DR Studios
1800,School of Dragons,332070.0,"JumpStart Games, Inc."
1801,Insanity Clicker,393530.0,PlayFlock
1802,One Troll Army,438680.0,FlyAnvil
1803,Monochroma,265830.0,Nowhere Studios
